#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
25.0,"Brown, Ian 25 Brown, Ian",129,121,8,0,1.0,7,0,0,0,0,View Bio
33.0,"Hadding, Lucas 33 Hadding, Lucas",29,28,1,0,1.0,1,0,0,0,0,View Bio
23.0,"Hull, Jake 23 Hull, Jake",18,1,17,0,1.0,1,7,4,0,0,View Bio
19.0,"Feld, Ian 19 Feld, Ian",10,4,6,0,1.0,0,9,3,0,0,View Bio
29.0,"Schwartz, Ben 29 Schwartz, Ben",7,7,0,0,1.0,0,0,0,0,0,View Bio
3.0,"Nasif, Garrett 3 Nasif, Garrett",5,2,3,0,1.0,0,5,2,0,0,View Bio
31.0,"Rosen, Matthew 31 Rosen, Matthew",3,3,0,0,1.0,0,0,0,0,0,View Bio
15.0,"Jungers, Ryan 15 Jungers, Ryan",2,0,2,0,1.0,0,3,2,0,0,View Bio
6.0,"Natori, Neill 6 Natori, Neill",2,0,2,0,1.0,0,3,0,0,0,View Bio
17.0,"Cerrato, Ben 17 Cerrato, Ben",1,1,0,0,1.0,0,0,0,0,0,View Bio
39.0,"Runkel, Jakob 39 Runkel, Jakob",1,0,1,0,1.0,0,11,3,0,0,View Bio
8.0,"Haaland, Cam 8 Haaland, Cam",1,0,1,0,1.0,0,1,0,0,0,View Bio
24.0,"Borberg, Evan 24 Borberg, Evan",161,139,20,2,0.988,0,24,11,12,0,View Bio
35.0,"Goodson, Connor 35 Goodson, Connor",163,156,3,4,0.975,13,0,0,0,0,View Bio
27.0,"Richardson, Sean 27 Richardson, Sean",31,30,0,1,0.968,0,0,0,0,0,View Bio
13.0,"Crawford, Ethan 13 Crawford, Ethan",177,162,9,6,0.966,1,47,7,6,0,View Bio
20.0,"McCurdy, Nathan 20 McCurdy, Nathan",47,44,1,2,0.957,0,0,0,0,0,View Bio
7.0,"Chanis, Joe 7 Chanis, Joe",93,33,55,5,0.946,8,0,0,0,0,View Bio
10.0,"Kelly, Ben 10 Kelly, Ben",73,35,33,5,0.932,8,0,0,0,0,View Bio
2.0,"Cash, Stuart 2 Cash, Stuart",28,9,17,2,0.929,2,0,0,0,0,View Bio
4.0,"Fournier, Josh 4 Fournier, Josh",51,19,28,4,0.922,7,0,0,0,0,View Bio
9.0,"McCain, Mac 9 McCain, Mac",126,80,36,10,0.921,4,0,0,0,0,View Bio
11.0,"Flaherty, Michael 11 Flaherty, Michael",71,23,42,6,0.915,3,0,0,0,0,View Bio
12.0,"Tashjian, Sean 12 Tashjian, Sean",46,40,2,4,0.913,0,0,0,0,0,View Bio
30.0,"Ruden, Nikolas 30 Ruden, Nikolas",92,32,51,9,0.902,11,0,0,0,0,View Bio
38.0,"Griffin, Ajay 38 Griffin, Ajay",7,0,6,1,0.857,0,12,2,0,0,View Bio
5.0,"Philpott, Cole 5 Philpott, Cole",6,5,0,1,0.833,0,0,0,0,0,View Bio
42.0,"Gutta, Jackson 42 Gutta, Jackson",5,1,3,1,0.8,0,9,1,0,0,View Bio
37.0,"Shaul, Daniel 37 Shaul, Daniel",3,0,2,1,0.667,0,4,1,0,0,View Bio
18.0,"Kajita, Kenji 18 Kajita, Kenji",2,0,1,1,0.5,0,3,0,0,0,View Bio
40.0,"Nakamoto, Matthew 40 Nakamoto, Matthew",2,0,1,1,0.5,0,5,0,0,0,View Bio
22.0,"Stoll, Jack 22 Stoll, Jack",0,0,0,0,0.0,0,0,0,0,0,View Bio
26.0,"Watts, Kelton 26 Watts, Kelton",0,0,0,0,0.0,0,0,0,0,0,View Bio
32.0,"Waters, Jackson 32 Waters, Jackson",0,0,0,0,0.0,0,0,0,0,0,View Bio
36.0,"Ros, Augie 36 Ros, Augie",0,0,0,0,0.0,0,1,0,0,0,View Bio
47.0,"Plishker, Campbell 47 Plishker, Campbell",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1392,975,351,66,0.953,26,144,36,18,0,
,Opponents,1474,996,383,95,0.936,27,84,43,12,1,
