Statistic,High,Opponent
PUTOUTS,33,Knox (4/13/2024)
ASSISTS,16,Wartburg (3/9/2024)
ERRORS,5,Rhodes (3/17/2024); Cornell College (4/10/2024)
PASSED BALLS,3,Westminster (Mo.) (3/2/2024)
DPS TURNED,3,Wartburg (3/9/2024); Lawrence (4/6/2024)
