Statistic,High,Player,Opponent
PUTOUTS,17,E. Borberg,Knox (4/13/2024)
ASSISTS,7,J. Chanis,Ripon (4/29/2024)
ERRORS,2,B. Kelly; E. Borberg; N. Ruden; M. Flaherty; S. Tashjian,Westminster (Mo.) (3/2/2024); Rhodes (3/17/2024); Hendrix (3/19/2024); Lawrence (4/5/2024); Lawrence (4/6/2024)
PASSED BALLS,3,E. Crawford,Westminster (Mo.) (3/2/2024)
DPS TURNED,3,I. Brown; N. Ruden,Wartburg (3/9/2024); Lawrence (4/6/2024)
