Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
2/24/2024,at,Neb. Wesleyan,W,7-3,32,7,9,6,2,0,0,4,0,0,1,4,1,1,0,6,27,9,1,0.281
2/24/2024,vs,Neb. Wesleyan,W,6-1,29,6,6,6,1,0,2,6,0,0,2,6,1,0,1,5,27,13,0,0.207
2/25/2024,vs,Neb. Wesleyan,L,5-6,31,5,7,5,3,0,0,2,0,0,0,2,0,1,1,7,27,9,1,0.226
3/2/2024,at,Westminster (Mo.),L,4-5,34,4,8,4,1,0,1,3,0,0,1,1,0,0,1,11,25,7,0,0.235
3/2/2024,at,Westminster (Mo.),L,9-11,30,9,10,9,3,0,1,4,0,0,0,2,0,2,1,5,18,5,3,0.333
3/3/2024,at,Westminster (Mo.),L,12-13,40,12,13,11,4,0,3,5,0,4,0,2,1,1,0,8,23,6,1,0.325
3/3/2024,at,Westminster (Mo.),W,11-4,32,11,11,10,2,0,4,9,0,0,0,3,0,0,0,7,21,6,2,0.344
3/9/2024,vs,Kalamazoo,L,0-11,24,0,3,0,0,0,0,2,0,0,0,0,0,0,1,2,18,13,0,0.125
3/9/2024,vs,Wartburg,L,4-9,32,4,5,4,0,0,3,5,0,0,0,0,0,0,0,15,27,16,4,0.156
3/10/2024,vs,Elmhurst,W,15-1,41,15,15,10,5,2,1,8,0,0,1,1,0,1,0,5,24,7,1,0.366
3/10/2024,vs,Elmhurst,W,13-2,28,13,9,11,2,1,1,6,0,2,1,0,0,1,0,5,21,7,0,0.321
3/16/2024,,Asbury,W,4-2,32,4,13,3,3,0,1,1,0,0,2,1,1,1,1,6,27,7,1,0.406
3/16/2024,at,Maryville (Tenn.),W,3-1,32,3,8,3,2,0,1,2,0,0,0,0,0,0,0,9,27,13,0,0.25
3/17/2024,at,Rhodes,L,1-8,31,1,7,1,0,0,0,2,0,1,1,0,3,0,0,5,24,9,5,0.226
3/18/2024,at,Hendrix,L,2-12,28,2,8,1,1,1,0,2,0,2,1,0,0,0,0,8,20,4,3,0.286
3/19/2024,at,Hendrix,L,8-11,37,8,10,6,2,0,0,4,0,3,0,1,0,0,1,2,24,11,4,0.27
3/29/2024,,Monmouth (Ill.),W,13-6,36,13,15,12,1,0,1,2,0,3,1,2,1,0,0,2,27,13,1,0.417
3/30/2024,,Monmouth (Ill.),L,13-14,42,13,17,12,3,2,3,3,0,5,1,4,0,1,1,4,27,12,1,0.405
3/30/2024,,Monmouth (Ill.),W,13-7,33,13,12,12,5,0,2,10,0,3,1,2,1,1,2,5,27,10,0,0.364
4/5/2024,at,Lawrence,L,0-9,34,0,7,0,1,0,0,2,0,1,0,2,0,0,2,6,24,7,3,0.206
4/6/2024,at,Lawrence,L,1-5,32,1,6,1,0,0,0,2,0,1,0,3,1,1,0,9,24,11,1,0.188
4/6/2024,at,Lawrence,L,1-4,34,1,7,1,2,1,0,5,0,0,1,0,0,0,0,10,24,5,3,0.206
4/8/2024,at,Cornell College,L,5-6,34,5,12,4,1,1,0,3,0,0,2,0,1,0,1,10,26,15,2,0.353
4/10/2024,at,Cornell College,L,12-13,46,12,15,12,1,0,0,6,0,4,0,2,0,0,0,11,29,12,5,0.326
4/10/2024,at,Cornell College,W,13-5,45,13,17,12,2,0,2,2,0,1,1,2,1,1,0,7,27,14,0,0.378
4/13/2024,at,Knox,L,6-8,43,6,15,6,4,0,0,3,0,0,1,3,0,0,0,4,24,7,0,0.349
4/13/2024,at,Knox,W,12-10,48,12,14,11,4,1,1,8,1,2,1,4,0,0,0,13,33,7,2,0.292
4/14/2024,,Knox,W,18-14,41,18,17,18,3,0,2,6,0,3,0,3,0,2,0,5,27,6,2,0.415
4/20/2024,,Beloit,L,4-7,36,4,9,4,1,0,1,3,0,1,0,2,0,1,0,11,27,5,1,0.25
4/20/2024,,Beloit,L,1-16,30,1,9,1,0,0,0,0,0,2,0,2,0,0,0,8,21,7,2,0.3
4/21/2024,,Beloit,W,8-1,35,8,13,8,1,0,2,2,0,1,0,2,0,1,1,7,27,6,1,0.371
4/27/2024,at,Chicago,W,9-6,39,9,12,9,2,0,1,3,0,1,0,0,1,0,0,8,27,9,2,0.308
4/27/2024,at,Chicago,L,8-15,42,8,13,7,1,0,0,5,0,0,0,2,0,0,0,6,24,6,2,0.31
4/28/2024,at,Chicago,L,3-8,35,3,7,3,3,0,0,1,0,0,0,5,0,0,0,8,24,12,4,0.2
4/29/2024,at,Ripon,L,5-7,36,5,9,5,0,0,1,2,0,0,1,1,0,0,1,8,24,10,3,0.25
4/29/2024,at,Ripon,L,3-10,37,3,13,3,1,0,0,1,0,0,0,1,0,1,0,8,24,7,2,0.351
5/4/2024,,Illinois Col.,W,13-3,37,13,15,13,2,0,2,7,0,1,0,2,0,0,1,7,24,5,1,0.405
5/5/2024,,Illinois Col.,W,4-2,26,4,5,4,1,0,0,8,0,0,1,0,0,1,2,3,27,13,1,0.192
5/5/2024,,Illinois Col.,L,8-13,37,8,14,8,4,0,0,5,0,1,1,2,0,1,4,3,27,10,1,0.378
Total,,,,277-289,1371,277,415,256,74,9,36,154,1,42,22,69,13,19,22,269,975,351,66,
