Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2022 (Thursday)",1 pm,Away,University of Wisconsin-La Crosse,"La Crosse, WI",,,"L,1-8",Recap
"September 3, 2022 (Saturday)",11 am,Away,Lakeland University,"Kohler, WI",,,"W,8-1",Recap
"September 6, 2022 (Tuesday)",4 pm,Away,University of Wisconsin-Oshkosh,"Oshkosh, WI",,,"L,4-5",Recap
"September 8, 2022 (Thursday)",3 pm,Away,University of Wisconsin-Stevens Point,"Stevens Point, WI",,,"L,1-8",Recap
"September 17, 2022 (Saturday)",9 am,Home,Cornell College,"Appleton, WI/ Lawrence Courts",,,"W,8-1",Recap
"September 17, 2022 (Saturday)",1:30 pm,Home,Grinnell College,"Appleton, WI/ Lawrence Courts",,,"L,2-7",Recap
"September 24, 2022 (Saturday)",9 am,Away,Illinois College,"Jacksonville, IL",,,"W,5-4",Recap
"September 24, 2022 (Saturday)",2 pm,Away,Monmouth College,"Monmouth, IL",,,"W,9-0",Recap
"October 1, 2022 (Saturday)",11 am,Home,Ripon College,"Appleton, WI/ Lawrence Courts",,,"W,9-0",Recap
"October 8, 2022 (Saturday)",2 pm,Home,Lake Forest College,"Appleton, WI/ Lawrence Courts",,,"L,0-9",Recap
"October 14, 2022 (Friday)",Noon,Neutral,Lake Forest College,"Middleton, WI",,,"L,1-5",Recap
"October 15, 2022 (Saturday)",1 pm,Neutral,Midwest Conference Championships,"Madison, WI/ Nielsen Tennis Stadium",,,,Recap
"October 16, 2022 (Sunday)",8:30 am,Neutral,Midwest Conference Championships,"Madison, WI/ Nielsen Tennis Stadium",,,,Recap
