0,1,2,3,4,5
Grinnell,337,338,675,115,18th
Evan Bunis,76,76,152,12,t-19th
Zach McGriff,78,82,160,20,t-47th
Major May,94,83,177,37,t-95th
Nirabh Koirala,89,97,186,46,108th
John Zbaracki,115,117,232,92,111th
