0,1,2,3,4,5
Grinnell College,320,336,656,80,11th
Zach McGriff,72,79,151,7,t-10th
Evan Bunis,75,77,152,8,t-13th
Nirabh Koirala,85,90,175,31,t-75th
Major May,88,90,178,34,83rd
John Zbaracki,118,121,239,95,100th
