0,1,2,3,4,5
Grinnell College,335,341,676,100,11th
Evan Bunis,75,79,154,10,t-15th
Zach McGriff,81,77,158,14,t-27th
Nirabh Koirala,88,89,177,33,t-65th
Major May,91,96,187,43,70th
John Zbaracki,113,120,233,89,74th
