Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 4, 2004 (Saturday)",2 pm,Away,St. Norbert College,De Pere. WI,,,,"W,1-0",
"September 7, 2004 (Tuesday)",4:30 pm,Away,University of Chicago,"Chicago, IL",,,,"L,0-2",
"September 11, 2004 (Saturday)",1 pm,Away,Knox College,"Galesburg, IL",,,,"W,9-1",
"September 12, 2004 (Sunday)",1 pm,Home,Ripon College,"Lake Forest, IL",,,,"W,7-0",
"September 14, 2004 (Tuesday)",4:30 pm,Away,Benedictine University,"Lisle, IL",,,,"W,5-0",
"September 18, 2004 (Saturday)",1 pm,Away,Lawrence University,"Appleton, WI",,,,"W,2-1",
"September 22, 2004 (Wednesday)",4 pm,Away,Dominican University (Ill.),"River Forest, IL",,,,"W,5-1",
"September 25, 2004 (Saturday)",11 am,Away,Grinnell College,"Grinnell, IA",,,,"W,2-1(2OT)",
"September 26, 2004 (Sunday)",1 pm,Home,Beloit College,"Lake Forest, IL",,,,"W,3-0",
"September 28, 2004 (Tuesday)",4:30 pm,Home,Concordia University Wisconsin,"Lake Forest, IL",,,,"W,4-0",
"October 2, 2004 (Saturday)",11 am,Home,Carthage College,"Lake Forest, IL",,,,"L,0-1",
"October 5, 2004 (Tuesday)",4:30 pm,Home,Concordia University Chicago,"Lake Forest, IL",,,,"W,7-0",
"October 9, 2004 (Saturday)",10:30 am,Home,Carroll University,"Lake Forest, IL",,,,"W,3-2",
"October 16, 2004 (Saturday)",1 pm,Home,Monmouth College,"Lake Forest, IL",,,,"W,4-2",
"October 17, 2004 (Sunday)",11 am,Home,Illinois College,"Lake Forest, IL",,,,"W,5-0",
"October 23, 2004 (Saturday)",12 pm,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,,"W,1-0",
"October 30, 2004 (Saturday)",11 am,Home,St. Norbert College,"Lake Forest, IL",,,Midwest Conference Tournament,"L,0-4",
