Unnamed: 0,Time,Athletes,Meet,Meet Date
,43.95,"Jacobs, Geiman, Henderson, Breshears",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,44.6,"Henderson, Jacobs, Li, Midlash",Emory Classic,"Mar 29, 2019"
