Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 27, 2022 (Sunday)",12:00 PM,Neutral,Luther,"Topeka, KS (Bettis Family Sports Complex)",,,,"L,10-11",Box ScoreRecap
"February 27, 2022 (Sunday)",2:30 PM,Neutral,Luther,"Topeka, KS (Bettis Family Sports Complex)",,,,"L,4-18(7 inn.)",Box ScoreRecap
"March 2, 2022 (Wednesday)",4:05 PM,Away,University of Iowa,"Iowa City, IA",,,,"L,0-8",Box ScoreRecap
"March 5, 2022 (Saturday)",8:30 AM,Neutral,Concordia (Ill.),"Auburndale, FL",,,Spring Break,"L,1-2",Box ScoreRecap
"March 6, 2022 (Sunday)",11:30 AM,Neutral,Vassar,"Auburndale, FL",,,Spring Break,"W,7-1",Box ScoreRecap
"March 7, 2022 (Monday)",9:00 AM,Neutral,Albion,"Auburndale, FL",,,Spring Break,"L,1-8",Box ScoreRecap
"March 9, 2022 (Wednesday)",5:00 PM,Neutral,Crown,"Davenport, FL",,,Spring Break,"L,6-14",Box ScoreRecap
"March 10, 2022 (Thursday)",9:00 AM,Neutral,Nebraska Wesleyan,"Auburndale, FL",,,Spring Break,"W,17-9",Box ScoreRecap
"March 11, 2022 (Friday)",8:00 AM,Neutral,Fitchburg State,"Winter Haven, FL",,,Spring Break,"W,10-6",Box ScoreRecap
"March 19, 2022 (Saturday)",1:00 PM,Neutral,Loras,"Cedar Rapids, IA (Plaster Athletic Complex)",,,,"L,5-12",Box ScoreRecap
"March 19, 2022 (Saturday)",3:30 PM,Neutral,Loras,"Cedar Rapids, IA (Plaster Athletic Complex)",,,,"L,0-23(7 inn.)",Box ScoreRecap
"March 20, 2022 (Sunday)",12:00 PM,Home,Loras,"Mount Vernon, IA/Ash Park Field",,,,"L,6-11",Box ScoreRecap
"March 26, 2022 (Saturday)",3:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,,"L,2-3(11 inn.)",Box ScoreRecap
"March 27, 2022 (Sunday)",12:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,,"W,13-11",Box ScoreRecap
"March 27, 2022 (Sunday)",2:30 PM,Away,Illinois College,"Jacksonville, Ill.",,,,"L,5-13",Box ScoreRecap
"March 29, 2022 (Tuesday)",4:00 PM,Home,Grinnell,Mount Vernon/Ash Park Field,,,,Postponed,
"March 29, 2022 (Tuesday)",6:30 PM,Home,Grinnell,Mount Vernon/Ash Park Field,,,,Postponed,
"March 30, 2022 (Wednesday)",4:00 PM,Home,UW-Platteville,"Mount Vernon, IA/Ash Park Field",,,,Canceled,
"April 1, 2022 (Friday)",5:30 PM,Home,Simpson,Mount Vernon/Ash Park Field,,,,"W,8-4",Box ScoreRecap
"April 2, 2022 (Saturday)",2:00 PM,Away,Simpson,"Indianola, IA",,,,"W,9-8(10 inn.)",Box ScoreRecap
"April 2, 2022 (Saturday)",4:30 PM,Away,Simpson,"Indianola, IA",,,,"L,4-8",Box ScoreRecap
"April 6, 2022 (Wednesday)",4:00 PM,Home,Grinnell,"Mount Vernon, IA/Ash Park Field",,,,"W,9-8",Box ScoreRecap
"April 6, 2022 (Wednesday)",6:30 PM,Home,Grinnell,"Mount Vernon, IA/Ash Park Field",,,,Postponed,
"April 8, 2022 (Friday)",5:30 PM,Away,Augustana,"Moline, IL",,,,Postponed,
"April 9, 2022 (Saturday)",12:00 PM,Home,Knox,Mount Vernon/Ash Park Field,,,,"W,7-4",Box ScoreRecap
"April 9, 2022 (Saturday)",2:30 PM,Home,Knox,Mount Vernon/Ash Park Field,,,,"L,0-2",Box ScoreRecap
"April 10, 2022 (Sunday)",12:00 PM,Away,Knox,"Galesburg, Ill.",,,,"L,7-10",Box ScoreRecap
"April 10, 2022 (Sunday)",4:30 PM,Away,Augustana (IL),"Moline, IL",,,,"L,0-10(7 inn.)",Box ScoreRecap
"April 12, 2022 (Tuesday)",1:00 PM,Away,Grinnell,"Grinnell, IA",,,,"W,8-4",Box ScoreRecap
"April 12, 2022 (Tuesday)",4:00 PM,Away,Grinnell,"Grinnell, IA",,,,"L,6-16(7 inn.)",Box ScoreRecap
"April 15, 2022 (Friday)",5:00 PM,Home,Lawrence,Mount Vernon/Ash Park Field,,,,"W,10-9",Box ScoreRecap
"April 16, 2022 (Saturday)",12:00 PM,Home,Lawrence,"Mount Vernon, IA/Ash Park Field",,,,"L,3-15",Box ScoreRecap
"April 16, 2022 (Saturday)",2:30 PM,Home,Lawrence,"Mount Vernon, IA/Ash Park Field",,,,"L,5-6",Box ScoreRecap
"April 19, 2022 (Tuesday)",1:00 PM,Away,Monmouth,"Monmouth, Ill.",,,,"L,2-8",Box ScoreRecap
"April 19, 2022 (Tuesday)",3:30 PM,Away,Monmouth,"Monmouth, Ill.",,,,"L,4-10",Box ScoreRecap
"April 23, 2022 (Saturday)",3:00 PM,Home,Chicago,Mount Vernon/Ash Park Field,,,,"W,3-2(10 inn.)",Box ScoreRecap
"April 24, 2022 (Sunday)",12:00 PM,Home,Chicago,Mount Vernon/Ash Park Field,,,,"W,11-7",Box ScoreRecap
"April 24, 2022 (Sunday)",2:30 PM,Home,Chicago,"Mount Vernon, IA/Ash Park Field",,,,"L,2-21(7 inn.)",Box ScoreRecap
"April 27, 2022 (Wednesday)",6:00 PM,Home,Monmouth,Mount Vernon/Ash Park Field,,,,"W,8-4",Box ScoreRecap
"April 30, 2022 (Saturday)",12:00 PM,Away,Beloit,"Beloit, Wis.",,,,Postponed,
"April 30, 2022 (Saturday)",2:30 PM,Away,Beloit,"Beloit, Wis.",,,,Postponed,
"May 1, 2022 (Sunday)",12:00 PM,Home,Beloit,"Mount Vernon, IA/Ash Park Field",,,,"W,9-5",Box ScoreRecap
"May 1, 2022 (Sunday)",2:30 PM,Home,Beloit,"Mount Vernon, IA/Ash Park Field",,,,"L,4-7",Box ScoreRecap
"May 4, 2022 (Wednesday)",6:00 PM,Away,Beloit,"Beloit, WI",,,,"W,5-3",Box ScoreRecap
"May 6, 2022 (Friday)",4:00 PM,Away,Ripon,"Ripon, Wis.",,,,"L,0-11(7 inn.)",Box ScoreRecap
"May 7, 2022 (Saturday)",12:00 PM,Away,Ripon,"Ripon, Wis.",,,,"L,5-6",Box ScoreRecap
"May 7, 2022 (Saturday)",2:30 PM,Away,Ripon,"Ripon, Wis.",,,,"W,2-1(12 inn.)",Box ScoreRecap
"May 9, 2022 (Monday)",3:30 PM,Away,Coe College,"Cedar Rapids, IA",,,,"W,17-4(8 inn.)",Box ScoreRecap
