Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 15, 2009 (Sunday)",,Away,Cornell,"Mount Vernon, IA",,,"W,66-58",
"November 20, 2009 (Friday)",,Home,Buena Vista,"Grinnell, IA",,,"L,47-79",
"November 21, 2009 (Saturday)",,Home,Martin Luther,"Grinnell, IA",,,"W,73-66",
"November 24, 2009 (Tuesday)",,Away,Central,"Pella, IA",,,"L,43-70",
"December 4, 2009 (Friday)",,Home,Beloit,"Grinnell, IA",,,"W,76-66",
"December 5, 2009 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"L,55-62",
"December 12, 2009 (Saturday)",,Home,Wartburg,"Grinnell, IA",,,"L,45-67",
"January 2, 2010 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"L,55-73",
"January 5, 2010 (Tuesday)",,Home,Lake Forest,"Grinnell, IA",,,"L,53-59",
"January 7, 2010 (Thursday)",,Away,MacMurray,"Jacksonville, IL",,,"L,48-50",
"January 9, 2010 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,38-62",
"January 15, 2010 (Friday)",,Away,Carroll,"Waukesha, WI",,,"L,58-73",
"January 16, 2010 (Saturday)",,Away,St. Norbert,"De Pere, WI",,,"L,53-74",
"January 22, 2010 (Friday)",,Home,Lawrence,"Grinnell, IA",,,"W,67-59",
"January 23, 2010 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"L,42-65",
"January 27, 2010 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,"L,60-75",
"January 30, 2010 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,54-71",
"February 5, 2010 (Friday)",,Away,Ripon,"Ripon, WI",,,"L,51-75",
"February 6, 2010 (Saturday)",,Away,Beloit,"Beloit, WI",,,"L,57-59",
"February 10, 2010 (Wednesday)",,Home,Knox,"Grinnell, IA",,,"W,74-69",
"February 13, 2010 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,72-80",
"February 18, 2010 (Thursday)",,Away,Knox,"Galesburg, IL",,,"L,56-61",
"February 20, 2010 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,57-72",
